26	-33	38	-23
26	-48	7	43
26	6	7	53
26	-30	25	1
26	-36	27	28
26	-18	3	59
26	-42	18	4
26	-36	42	19
26	-39	16	-6
26	-39	2	29
26	-30	-73	39
26	-45	-55	-17
26	-45	-45	43
26	-48	-48	43
26	-42	-55	-17
26	-30	-73	39
